id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,lat,long
ISnSebxxssZHZQdp_r7DOA,black-rabbit-rose-los-angeles-2,Black Rabbit Rose,https://s3-media1.fl.yelpcdn.com/bphoto/-h9Q4fHouoWVWwo0XO7OQQ/o.jpg,False,https://www.yelp.com/biz/black-rabbit-rose-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,322,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'magicians', 'title': 'Magicians'}]",4.5,"{'latitude': 34.1020663181637, 'longitude': -118.33211430417}",[],$$,"{'address1': '1719 N Hudson Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1719 N Hudson Ave', 'Los Angeles, CA 90028']}",+13234611464,(323) 461-1464,4585.534593299391,34.1020663181637,-118.33211430417
BSUDJiaKZwbB8G-GTUst_g,beauty-and-essex-hollywood,Beauty & Essex,https://s3-media2.fl.yelpcdn.com/bphoto/OREZk7Wx9HYfobSfatn8QQ/o.jpg,False,https://www.yelp.com/biz/beauty-and-essex-hollywood?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1085,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 34.1001618158939, 'longitude': -118.329813609856}","['pickup', 'delivery']",$$$,"{'address1': '1615 Cahuenga Blvd', 'address2': None, 'address3': None, 'city': 'Hollywood', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1615 Cahuenga Blvd', 'Hollywood, CA 90028']}",+13236768880,(323) 676-8880,4358.786459825203,34.1001618158939,-118.329813609856
Zg7jtPJGmsnysO8uDKtYxg,gwen-butcher-shop-los-angeles,Gwen Butcher Shop,https://s3-media2.fl.yelpcdn.com/bphoto/W9FlvB5m942x-nXrkaAj9Q/o.jpg,False,https://www.yelp.com/biz/gwen-butcher-shop-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,567,"[{'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 34.09764, 'longitude': -118.3334}",['delivery'],$$$$,"{'address1': '6600 Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6600 Sunset Blvd', 'Los Angeles, CA 90028']}",+13239467513,(323) 946-7513,4169.063646998601,34.09764,-118.3334
dUPaip9XyZ0LZUpl3K6Ncg,momed-atwater-village-los-angeles-2,Momed Atwater Village,https://s3-media3.fl.yelpcdn.com/bphoto/zIXsLr6aD-xMU7O0giyRzA/o.jpg,False,https://www.yelp.com/biz/momed-atwater-village-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,550,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 34.1157446801662, 'longitude': -118.25143866241}",['pickup'],$$,"{'address1': '3245 Casitas Ave', 'address2': 'Ste 120', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90039', 'country': 'US', 'state': 'CA', 'display_address': ['3245 Casitas Ave', 'Ste 120', 'Los Angeles, CA 90039']}",+13235223488,(323) 522-3488,8842.574309225858,34.1157446801662,-118.25143866241
96SdIYVwMGRYSKOucSh7tQ,thirsty-crow-los-angeles,Thirsty Crow,https://s3-media3.fl.yelpcdn.com/bphoto/HNONIbT2RSZIZAlF4ucn3g/o.jpg,False,https://www.yelp.com/biz/thirsty-crow-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,711,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.0837999, 'longitude': -118.2737}",[],$$,"{'address1': '2939 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2939 W Sunset Blvd', 'Los Angeles, CA 90026']}",+13236616007,(323) 661-6007,5028.740150549723,34.0837999,-118.2737
cal0Wpupxj9c_AV7WzDXsw,granville-west-hollywood-2,GRANVILLE,https://s3-media4.fl.yelpcdn.com/bphoto/yirnYxOe9JUWifiJBukbqA/o.jpg,False,https://www.yelp.com/biz/granville-west-hollywood-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1388,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 34.0771299, 'longitude': -118.38068}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '8701 Beverly Blvd', 'address2': None, 'address3': '', 'city': 'West Hollywood', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8701 Beverly Blvd', 'West Hollywood, CA 90048']}",+14245225161,(424) 522-5161,5736.418103751187,34.0771299,-118.38068
B-JY4uOniEo9WHbz1i8mig,taste-on-melrose-west-hollywood-2,Taste on Melrose,https://s3-media1.fl.yelpcdn.com/bphoto/noYroc5eCQiNttY1pR1RfQ/o.jpg,False,https://www.yelp.com/biz/taste-on-melrose-west-hollywood-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,2628,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.0825734070693, 'longitude': -118.374798180805}","['pickup', 'delivery']",$$,"{'address1': '8454 Melrose Ave', 'address2': None, 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8454 Melrose Ave', 'West Hollywood, CA 90069']}",+13238526888,(323) 852-6888,5445.33168663047,34.0825734070693,-118.374798180805
aXEU3rIz_hwCS6tfqIXRcw,block-party-los-angeles-2,Block Party,https://s3-media4.fl.yelpcdn.com/bphoto/iEdS8bVE0Lj4ESg-UFLKPg/o.jpg,False,https://www.yelp.com/biz/block-party-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,385,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 34.1209778, 'longitude': -118.2050328}",[],$$,"{'address1': '5052 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5052 York Blvd', 'Los Angeles, CA 90042']}",+13237412747,(323) 741-2747,12570.774180928825,34.1209778,-118.2050328
tU-LWiCu9sncQpbyCl9eIQ,verdugo-bar-los-angeles-3,Verdugo Bar,https://s3-media2.fl.yelpcdn.com/bphoto/_0vu3rBaVcNqRkS5fOeDQw/o.jpg,False,https://www.yelp.com/biz/verdugo-bar-los-angeles-3?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,571,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 34.1137390136719, 'longitude': -118.235038757324}",[],$$,"{'address1': '3408 Verdugo Rd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90065', 'country': 'US', 'state': 'CA', 'display_address': ['3408 Verdugo Rd', 'Los Angeles, CA 90065']}",+13232573408,(323) 257-3408,9846.102999989647,34.1137390136719,-118.235038757324
LfRBbrA8VJBLCt2QLrHurA,señor-fish-los-angeles-13,Señor Fish,https://s3-media3.fl.yelpcdn.com/bphoto/d6-veloutgd3FM54A80hMA/o.jpg,False,https://www.yelp.com/biz/se%C3%B1or-fish-los-angeles-13?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,856,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.13275, 'longitude': -118.21634}","['pickup', 'delivery']",$$,"{'address1': '4803 Eagle Rock Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4803 Eagle Rock Blvd', 'Los Angeles, CA 90041']}",+13232577167,(323) 257-7167,12498.847561567813,34.13275,-118.21634
san8eG8xZumc9tShj65MPw,wokcano-los-angeles-4,Wokcano,https://s3-media4.fl.yelpcdn.com/bphoto/EgXrZXhBOBLqQFAG2lomYw/o.jpg,False,https://www.yelp.com/biz/wokcano-los-angeles-4?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1451,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 34.048593, 'longitude': -118.25917}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '800 W 7th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['800 W 7th St', 'Los Angeles, CA 90017']}",+12136232288,(213) 623-2288,5910.537359603871,34.048593,-118.25917
HN11c9eMQZs6rcYhDrRW4w,33-taps-silver-lake-los-angeles-2,33 Taps Silver Lake,https://s3-media2.fl.yelpcdn.com/bphoto/bNULYNr4r-0rolEf6O49sA/o.jpg,False,https://www.yelp.com/biz/33-taps-silver-lake-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,367,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 34.0908543, 'longitude': -118.2783261}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '3725 W Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3725 W Sunset Blvd', 'Los Angeles, CA 90026']}",+13233387777,(323) 338-7777,5137.859543527297,34.0908543,-118.2783261
5bQQhR_B1XldVwNOk_CCZw,lock-and-key-los-angeles-8,Lock & Key,https://s3-media2.fl.yelpcdn.com/bphoto/xL1GPCa_hMfg6-J-I7prlA/o.jpg,False,https://www.yelp.com/biz/lock-and-key-los-angeles-8?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1010,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]",3.5,"{'latitude': 34.06936, 'longitude': -118.29197}",[],$$,"{'address1': '239 S Vermont Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['239 S Vermont Ave', 'Los Angeles, CA 90004']}",+12133895625,(213) 389-5625,2843.9698422990537,34.06936,-118.29197
iRCPKpFpwvj18kOkPtA5Lw,las-perlas-los-angeles,Las Perlas,https://s3-media1.fl.yelpcdn.com/bphoto/Fddh-JD1FJNQSCyERDDYtg/o.jpg,False,https://www.yelp.com/biz/las-perlas-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,723,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 34.0450325012207, 'longitude': -118.249336242676}",[],$$,"{'address1': '107 E 6th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['107 E 6th St', 'Los Angeles, CA 90014']}",+12139888355,(213) 988-8355,6887.8241153066,34.0450325012207,-118.249336242676
0hZ9GIgr7ZOby-2N7WG4fQ,cafe-teragram-los-angeles,Cafe Teragram,https://s3-media3.fl.yelpcdn.com/bphoto/0QRnJjauSJbEHz9bsO3COw/o.jpg,False,https://www.yelp.com/biz/cafe-teragram-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,282,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 34.0518905675174, 'longitude': -118.266751163754}","['pickup', 'delivery']",$$,"{'address1': '1234 W 7th St', 'address2': '', 'address3': 'The Teragram Ballroom', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['1234 W 7th St', 'The Teragram Ballroom', 'Los Angeles, CA 90017']}",+12136899103,(213) 689-9103,5146.891307850634,34.0518905675174,-118.266751163754
fZt2vAYJEEYw94P6lddtgw,café-stella-los-angeles-2,Café Stella,https://s3-media4.fl.yelpcdn.com/bphoto/okWiTBe0qHX1HwLwMCOb1Q/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-stella-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,913,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 34.0921489105996, 'longitude': -118.280392260188}",['delivery'],$$$,"{'address1': '3932 W Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['3932 W Sunset Blvd', 'Los Angeles, CA 90029']}",+13236660265,(323) 666-0265,5079.162026350671,34.0921489105996,-118.280392260188
Z0GNWNB90vZs3W8xp8Mljg,red-herring-los-angeles-3,Red Herring,https://s3-media2.fl.yelpcdn.com/bphoto/KmSbNmWFHCEY7wDXn5rboA/o.jpg,False,https://www.yelp.com/biz/red-herring-los-angeles-3?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,261,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 34.046065, 'longitude': -118.256945}",[],$$$,"{'address1': '770 S Grand Ave', 'address2': 'Ste A', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['770 S Grand Ave', 'Ste A', 'Los Angeles, CA 90017']}",+12133753290,(213) 375-3290,6148.2425656372225,34.046065,-118.256945
TNoDukQ6dQLWZD8GdLVXSA,augustine-wine-bar-los-angeles,Augustine Wine Bar,https://s3-media2.fl.yelpcdn.com/bphoto/1kn_PgXn5OEa4wF6Y8aY_w/o.jpg,False,https://www.yelp.com/biz/augustine-wine-bar-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,261,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 34.14698, 'longitude': -118.42686}",['delivery'],$$,"{'address1': '13456 Ventura Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '91423', 'country': 'US', 'state': 'CA', 'display_address': ['13456 Ventura Blvd', 'Los Angeles, CA 91423']}",+18189900938,(818) 990-0938,13585.269622787218,34.14698,-118.42686
8lZCdZ7-z3DlRWxmK8sUpA,jays-bar-los-angeles,Jay's Bar,https://s3-media4.fl.yelpcdn.com/bphoto/fgLVvG-IJXbd4-L_YX99SQ/o.jpg,False,https://www.yelp.com/biz/jays-bar-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,306,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 34.0952586, 'longitude': -118.283366}",['delivery'],$$,"{'address1': '4321 Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['4321 Sunset Blvd', 'Los Angeles, CA 90029']}",+13236661898,(323) 666-1898,5125.826910354331,34.0952586,-118.283366
af_9aJR2MIzGmaIRoYCASQ,vinoteca-farfalla-los-angeles-2,Vinoteca Farfalla,https://s3-media1.fl.yelpcdn.com/bphoto/Wr1kL2TQo_b6gWtwaIz2Zw/o.jpg,False,https://www.yelp.com/biz/vinoteca-farfalla-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,418,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 34.107594, 'longitude': -118.287265}","['pickup', 'delivery']",$$,"{'address1': '1968 Hillhurst Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1968 Hillhurst Ave', 'Los Angeles, CA 90027']}",+13236441798,(323) 644-1798,6003.233231801029,34.107594,-118.287265
xH7qAmJbtiLCIKdHCOHvMg,4100-bar-los-angeles,4100 Bar,https://s3-media2.fl.yelpcdn.com/bphoto/Owvci-eBfsIKI-S1kaXbzA/o.jpg,False,https://www.yelp.com/biz/4100-bar-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,532,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 34.092885676512, 'longitude': -118.281318144806}",[],$$,"{'address1': '1087 Manzanita St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['1087 Manzanita St', 'Los Angeles, CA 90029']}",+13236664460,(323) 666-4460,5071.950180791394,34.092885676512,-118.281318144806
_LJ2Ub-G-UBQI9pHQvE-bA,desert-rose-los-angeles-2,Desert Rose,https://s3-media1.fl.yelpcdn.com/bphoto/W4BIfrBncJi2fatWIoElcQ/o.jpg,False,https://www.yelp.com/biz/desert-rose-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,891,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 34.101978, 'longitude': -118.28705}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '1700 N Hillhurst Ave', 'address2': '', 'address3': 'Los Feliz Village', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1700 N Hillhurst Ave', 'Los Feliz Village', 'Los Angeles, CA 90027']}",+13236661166,(323) 666-1166,5492.298606628982,34.101978,-118.28705
_vFkAGFg9lAPRxG7gy3dQw,fig-and-olive-melrose-place-west-hollywood-2,Fig & Olive - Melrose Place,https://s3-media2.fl.yelpcdn.com/bphoto/XvQ1sL3XsCbAgDwDRpWB2g/o.jpg,False,https://www.yelp.com/biz/fig-and-olive-melrose-place-west-hollywood-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,2487,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.0834751, 'longitude': -118.3761741}","['pickup', 'delivery']",$$$,"{'address1': '8490 Melrose Pl', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8490 Melrose Pl', 'West Hollywood, CA 90069']}",+13103609100,(310) 360-9100,5598.508851809754,34.0834751,-118.3761741
C_gA0UppWBKtO_dZefXdGw,golden-gopher-los-angeles,Golden Gopher,https://s3-media4.fl.yelpcdn.com/bphoto/vcua_nASoRpVy6i1IZdStw/o.jpg,False,https://www.yelp.com/biz/golden-gopher-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,729,"[{'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 34.04501, 'longitude': -118.25619}",[],$$,"{'address1': '417 W 8th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['417 W 8th St', 'Los Angeles, CA 90014']}",+12136148001,(213) 614-8001,6280.388023541096,34.04501,-118.25619
D7jf5__qchEsy9kmmStdvg,go-pocha-los-angeles-2,Go Pocha,https://s3-media1.fl.yelpcdn.com/bphoto/dYrBAiXYoTtKHVtZKsJy9A/o.jpg,False,https://www.yelp.com/biz/go-pocha-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,273,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.06696, 'longitude': -118.29206}",['delivery'],$$,"{'address1': '401 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['401 S Vermont Ave', 'Los Angeles, CA 90020']}",+12133810088,(213) 381-0088,2755.0424473371195,34.06696,-118.29206
MOeohUxfAsjOSw4d_C15dg,naab-café-los-angeles-8,Naab Café,https://s3-media1.fl.yelpcdn.com/bphoto/HzkBlqpO8aA-2BcGLiOvfg/o.jpg,False,https://www.yelp.com/biz/naab-caf%C3%A9-los-angeles-8?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,540,"[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"{'latitude': 34.05726, 'longitude': -118.44329}","['pickup', 'delivery']",$$,"{'address1': '1269 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1269 Westwood Blvd', 'Los Angeles, CA 90024']}",+13104730303,(310) 473-0303,11241.324393790452,34.05726,-118.44329
tNLPTQYYfzh3IL7YoS1s_g,district-los-angeles-2,District,https://s3-media3.fl.yelpcdn.com/bphoto/BiLPNESqVmSNvUr6d369kQ/o.jpg,False,https://www.yelp.com/biz/district-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,516,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 34.0479912921288, 'longitude': -118.258466860049}",[],$$,"{'address1': '700 West 7th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['700 West 7th St', 'Los Angeles, CA 90017']}",+12136123185,(213) 612-3185,5989.927526498674,34.0479912921288,-118.258466860049
TIoGCAPbJfR7Lpb2lnzYGA,blue-whale-bar-los-angeles,Blue Whale Bar,https://s3-media4.fl.yelpcdn.com/bphoto/hWztV73mBpI54uRXyKgW1A/o.jpg,False,https://www.yelp.com/biz/blue-whale-bar-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,333,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 34.049873, 'longitude': -118.242122}",[],$$,"{'address1': '123 Astronaut E S Onizuka St', 'address2': 'Ste 301', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['123 Astronaut E S Onizuka St', 'Ste 301', 'Los Angeles, CA 90012']}",+12136200908,(213) 620-0908,7416.951240158084,34.049873,-118.242122
-meB9UxC6RvJD0_wAHGVNQ,birds-and-bees-los-angeles,Birds & Bees,https://s3-media1.fl.yelpcdn.com/bphoto/JsoiFHQI_3eSL1MA_-9FRA/o.jpg,False,https://www.yelp.com/biz/birds-and-bees-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,353,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 34.05234, 'longitude': -118.24723}",[],$$,"{'address1': '207 S Broadway', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['207 S Broadway', 'Los Angeles, CA 90012']}",+12135370510,(213) 537-0510,6928.118522669492,34.05234,-118.24723
