Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location,Lat,Long
190412872,7/25/2019,1940,4,Hollenbeck,423,42,F,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,2600 N  MAIN                         ST,,,34.066,-118.2154
5699832,7/26/2019,2055,4,Hollenbeck,497,20,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VELASCO,OLYMPIC,,34.0188,-118.2052
5641694,7/27/2019,2100,19,Mission,1921,26,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,BLEDSOE,SAN FERNANDO,,34.3046,-118.4661
5704258,7/31/2019,1726,7,Wilshire,784,58,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,WASHINGTON,MANSFIELD,,34.0408,-118.3497
190813572,7/29/2019,1710,8,West LA,883,58,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,COTNER,OLYMPIC,,34.0393,-118.4394
5560559,7/27/2019,1946,13,Newton,1352,38,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERNON,SAN PEDRO,,34.0039,-118.2726
5706778,8/3/2019,422,21,Topanga,2173,22,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA,WOODLAKE,,34.1626,-118.6308
5706543,8/2/2019,2040,11,Northeast,1137,62,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MONTE VISTA,AVENUE 54,,34.1098,-118.1984
5700144,7/27/2019,235,14,Pacific,1496,36,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVEDA,96TH                         ST,,33.9454,-118.3963
5706817,8/3/2019,305,8,West LA,855,32,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,N  SAN DIEGO                    FY,S  SANTA MONICA                 BL,,34.0517,-118.442
5701231,7/28/2019,1615,20,Olympic,2027,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,NEW HAMPSHIRE,3RD,,34.0636,-118.296
5560569,7/27/2019,2034,19,Mission,1989,34,M,O,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,ROSCOE,COLDWATER CA,,34.2246,-118.4153
5702496,7/30/2019,247,14,Pacific,1494,42,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,WEST IMPERIL TERMINAL,,33.942,-118.4095
5702511,7/30/2019,350,10,West Valley,1079,33,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,HASKELL,VENTURA                      FY,,34.1552,-118.4749
5704548,7/31/2019,2043,10,West Valley,1049,50,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BALBOA,VICTORY,,34.1757,-118.4846
5701127,7/28/2019,1450,7,Wilshire,734,41,F,B,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,FAIRFAX,3RD                          ST,,34.0708,-118.3614
5700024,7/27/2019,20,5,Harbor,517,26,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,1000 N  AVALON                       BL,,,33.7829,-118.2627
5699742,7/26/2019,1855,1,Central,158,53,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,ALAMEDA,6TH,,34.0382,-118.2384
5704440,7/31/2019,2130,13,Newton,1309,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OLYMPIC                      BL,ALAMEDA,,34.0276,-118.2391
190119444,7/26/2019,840,1,Central,158,41,F,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,INDUSTRIAL,KOHLER,,34.0374,-118.2406
190513493,7/19/2019,2330,5,Harbor,504,22,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,1500 W  207TH                        ST,,,33.8429,-118.304
5641710,7/27/2019,2225,14,Pacific,1494,38,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL,VISTA DELMAR,,33.942,-118.4095
5706636,8/3/2019,15,9,Van Nuys,935,22,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,14300    SYLVAN                       ST,,,34.1847,-118.4444
5703498,7/30/2019,2105,19,Mission,1975,32,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,NORDHOFF                     ST,SYLMAR                       AV,,34.2354,-118.4459
5705745,8/2/2019,230,18,Southeast,1822,26,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,104TH                        ST,FIGUEROA,,33.9419,-118.2826
5704331,7/31/2019,1941,13,Newton,1385,51,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,62ND,SAN PEDRO                    ST,,33.9834,-118.2695
5702309,7/29/2019,2110,10,West Valley,1008,39,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6900    HAYVENHURST                  AV,,,34.1957,-118.4924
5704810,8/1/2019,10,10,West Valley,1024,19,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,YOLANDA,WELBY,,34.1939,-118.5404
5699854,7/26/2019,1930,3,Southwest,392,42,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,11TH                         AV,48TH,,34,-118.3294
191315771,7/25/2019,1345,13,Newton,1307,52,F,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,CERES,,34.038,-118.243
190813620,7/29/2019,1935,8,West LA,859,61,M,W,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,LA CIENEGA,SATURN,,34.0516,-118.3762
5699797,7/26/2019,2029,1,Central,158,44,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,5TH,COLTON,,34.0395,-118.2405
5560563,7/27/2019,1822,21,Topanga,2128,34,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WINNETKA                     AV,SATICOY                      ST,,34.2084,-118.571
5700223,7/27/2019,711,4,Hollenbeck,401,21,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,43                           AV,,34.0898,-118.2075
5641698,7/27/2019,2052,15,N Hollywood,1532,38,F,W,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,VICTORY                      BL,WILKINSON                    AV,,34.1867,-118.4041
5700944,7/28/2019,334,1,Central,112,35,M,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA                      FY,BRODWAY,,34.057,-118.2437
5701583,7/28/2019,2207,3,Southwest,313,35,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,SANTA FE,,34.0333,-118.3311
5699912,7/26/2019,2225,6,Hollywood,647,30,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,HOLLYWOOD                    BL,GOWER                        ST,,34.1017,-118.3224
5694839,7/21/2019,2141,19,Mission,1915,30,M,H,22,Driving Under Influence,F,23550(A)VC,DUI W/PRIOR SPEC CONVICTIONS,DE GARMO,PADDOCK,,34.3049,-118.4495
5704237,7/31/2019,1715,20,Olympic,2073,41,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,OXFORD,VENICE,,34.0436,-118.3076
5699729,7/26/2019,1840,1,Central,158,33,F,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,ALAMEDA,6TH,,34.0382,-118.2384
191417000,7/27/2019,1540,14,Pacific,1431,20,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,OCEAN FRONT                  WK,MARKET                       ST,,33.9875,-118.4741
191914337,7/27/2019,2030,19,Mission,1984,46,M,H,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,14700    PARTHENIA                    ST,,,34.2282,-118.4536
192014531,7/26/2019,2015,20,Olympic,2025,26,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,400 S  KENMORE                      AV,,,34.0672,-118.2985
192014648,8/1/2019,15,20,Olympic,2026,57,M,A,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,300 S  CATALINA                     ST,,,34.0691,-118.2954
5701674,7/28/2019,2220,20,Olympic,2049,26,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8TH,VERMONT,,34.0578,-118.2916
190119631,7/27/2019,1530,1,Central,185,43,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,MAIN,OLYMPIC,,34.0405,-118.2567
191315769,7/26/2019,1215,13,Newton,1303,53,M,H,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,9TH,SAN PEDRO,,34.0373,-118.2503
190119448,7/25/2019,1410,1,Central,158,26,M,H,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,KOHLER,,34.0375,-118.2423
5641744,7/27/2019,2340,14,Pacific,1494,28,F,H,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",IMPERIAL,VISTA DEL MAR,,33.942,-118.4095
5641725,7/27/2019,2359,10,West Valley,1001,28,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE                       BL,VANALDEN                     AV,,34.2206,-118.5492
5641703,7/27/2019,2145,3,Southwest,397,47,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MARTIN LUTHER KING JR        BL,BUDLONG                      AV,,34.0109,-118.2959
192014527,7/24/2019,2010,20,Olympic,2038,60,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,SHATTO,N  7TH                          ST,,34.0598,-118.2903
5700117,7/27/2019,130,8,West LA,853,38,M,H,22,Driving Under Influence,F,23550VC,FELONY FOR FOURTH DUI,SANTA MONICA                 BL,FEDERAL                      AV,,34.0447,-118.454
190813569,7/29/2019,1600,8,West LA,842,59,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,WILSHIRE,BARRY,,34.0501,-118.4601
5701113,7/28/2019,1325,15,N Hollywood,1562,50,F,W,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",LAUREL,VENTURA,,34.1533,-118.4058
5699932,7/26/2019,2315,15,N Hollywood,1515,40,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HART,RADFORD,,34.1976,-118.3921
190412792,7/25/2019,2050,4,Hollenbeck,415,62,F,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,2400    DALY                         ST,,,34.0736,-118.2156
5701695,7/29/2019,130,1,Central,195,24,F,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,LA BREA,,34.0335,-118.2619
191914353,7/27/2019,1325,19,Mission,1983,27,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,8400    SEPULVEDA                    BL,,,34.2231,-118.4677
190119443,7/27/2019,1600,1,Central,166,56,M,W,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,WALL,,34.0412,-118.2474
5699845,7/26/2019,1955,19,Mission,1944,51,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,LAUREL CANYON                BL,BRAND                        AV,,34.2748,-118.4492
5641755,7/28/2019,349,21,Topanga,2189,28,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA                      BL,WINNETKA                     AV,,34.171,-118.5709
5700829,7/28/2019,355,8,West LA,815,24,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,LA CIENEGA,,34.0701,-118.4594
5698885,7/25/2019,2335,9,Van Nuys,904,48,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,SATICOY,NOBLE,,34.2085,-118.4618
5699895,7/26/2019,2129,4,Hollenbeck,487,39,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8TH,ROSALIND                     AV,,34.0249,-118.2121
5701692,7/29/2019,130,1,Central,111,34,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,ALPINE                       ST,NEW HIGH                     ST,,34.0623,-118.2383
190616480,7/24/2019,1700,6,Hollywood,647,26,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,CARLTON                      WY,CANYON                       DR,,34.1005,-118.3166
5704472,7/31/2019,2100,11,Northeast,1124,34,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3300 N  SAN FERNANDO                 RD,,,34.1178,-118.2488
5706989,8/3/2019,1210,1,Central,148,42,F,B,16,Narcotic Drug Laws,F,4573.8PC,POSS DRUGS/ALCOHOLIC BEV:PRISON/JAIL,WINSTON,WALL,,34.0438,-118.2416
5700052,7/27/2019,102,15,N Hollywood,1545,27,M,H,22,Driving Under Influence,F,23550(A)VC,DUI W/PRIOR SPEC CONVICTIONS,LAUREL CANYON                BL,VENTURA                      FY,,34.1649,-118.3921
190119636,7/27/2019,1440,1,Central,142,65,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,4TH                          ST,HILL,,34.0503,-118.2506
5704443,7/31/2019,2000,7,Wilshire,763,29,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,SPAULDING,VENICE,,34.0427,-118.3648
192014663,7/21/2019,1745,20,Olympic,2079,18,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,15TH                         ST,MAGNOLIA,,34.0453,-118.2864
5641742,7/28/2019,50,15,N Hollywood,1548,24,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,MAGNOLIA,BLAKESLEE,,34.1649,-118.3724
5699451,7/26/2019,815,12,77th Street,1265,21,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,8100 S  VERMONT                      AV,,,33.9676,-118.2918
5698919,7/26/2019,50,18,Southeast,1821,30,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FIGUEROA,94TH                         ST,,33.951,-118.2827
5705001,8/1/2019,1050,1,Central,127,39,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,100 N  LOS ANGELES                  ST,,,34.0515,-118.2424
190317725,7/29/2019,1730,3,Southwest,335,50,M,H,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,9TH                          AV,N  JEFFERSON                    BL,,34.0256,-118.3272
191417347,7/25/2019,1750,14,Pacific,1412,28,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,100    CLUB HOUSE                   AV,,,33.9902,-118.4742
5704519,7/31/2019,2340,3,Southwest,308,45,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WASHINGTON,BONSALLO,,34.0347,-118.2809
190119942,8/1/2019,1500,1,Central,176,50,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,SAN PEDRO,,34.0407,-118.2468
191114261,7/25/2019,2305,11,Northeast,1162,39,M,W,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,SUNSET                       BL,VIRGIL,,34.0982,-118.2871
5701325,7/28/2019,2040,21,Topanga,2105,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SCHOENBORN,CANOGA,,34.221,-118.5976
5706768,8/3/2019,414,16,Foothill,1656,30,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TUJUNGA                      AV,VENTURA                      FY,,34.2549,-118.3195
5703488,7/30/2019,1900,14,Pacific,1405,24,M,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,10                           FY,OVERLAND                     AV,,34.0306,-118.4134
5699936,7/26/2019,2205,6,Hollywood,647,19,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,HOLLYWOOD,GOWER,,34.1017,-118.3224
5702466,7/30/2019,105,18,Southeast,1805,30,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,92ND                         ST,AVALON,,33.9529,-118.2651
5703672,7/31/2019,231,14,Pacific,1494,25,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,SEPULVEDA                    BL,,33.9309,-118.3942
5706719,8/3/2019,242,17,Devonshire,1729,26,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BALBOA                       BL,REGAN                        FY,,34.2757,-118.5144
5700142,7/27/2019,155,9,Van Nuys,941,29,F,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,14600    BURBANK                      BL,,,34.1766,-118.4589
5706820,8/3/2019,520,4,Hollenbeck,404,26,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GRIFFIN,AVENUE 33,,34.1056,-118.1841
5700085,7/27/2019,115,5,Harbor,507,23,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WESTERN                      AV,SEPULVEDA,,33.817,-118.3089
5706478,8/2/2019,2010,20,Olympic,2055,48,M,H,22,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,NEW HAMPSHIRE,OLYMPIC,,34.0509,-118.2979
191417001,7/27/2019,1555,14,Pacific,1411,19,F,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,MARKET                       ST,,33.9918,-118.4791
5701743,7/29/2019,331,15,N Hollywood,1565,26,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TUJUNGA,VENTURA                      FY,,34.1493,-118.3759
192014649,8/1/2019,1430,20,Olympic,2014,46,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,3RD                          ST,ARDMORE,,34.069,-118.3016
5705692,8/2/2019,254,9,Van Nuys,979,29,M,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,COLDWATER CANYON,KLING,,34.1558,-118.4138
5706750,8/3/2019,7,10,West Valley,1089,39,F,H,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,SHERMAN OAKS                 BL,VALLEY VISTA                 AV,,34.1493,-118.4701
5694714,7/21/2019,1818,19,Mission,1952,24,M,H,22,Driving Under Influence,F,23550(A)VC,DUI W/PRIOR SPEC CONVICTIONS,15400    VINTAGE                      ST,,,34.2519,-118.4688
5700955,7/28/2019,240,12,77th Street,1218,47,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SLAUSON                      AV,FIGUEROA                     ST,,33.9892,-118.2827
5706649,8/3/2019,20,10,West Valley,1039,42,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6600    GLORIA                       AV,,,34.1903,-118.4793
5705578,8/1/2019,2315,10,West Valley,1007,35,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BALBOA,STRATHERN,,34.2157,-118.5011
192014533,7/26/2019,2205,20,Olympic,2025,32,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,400 S  KENMORE                      AV,,,34.0672,-118.2985
5699887,7/26/2019,2157,1,Central,158,40,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ALAMEDA,6TH,,34.0382,-118.2384
5641688,7/27/2019,2000,13,Newton,1362,27,M,H,16,Narcotic Drug Laws,F,4573.6PC,POSS NARC/DRUG/ALCOHOL/DRUG PARAPH:JAIL,52ND,WOODLAWN,,33.9953,-118.2728
5699814,7/26/2019,2000,1,Central,185,35,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,10TH,CROCKER,,34.0388,-118.2574
5706540,8/2/2019,2130,6,Hollywood,642,38,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SUNSET,OGDEN,,34.0981,-118.3593
5698971,7/26/2019,207,15,N Hollywood,1555,25,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TUJUNGA,CAMARILLO,,34.1588,-118.379
190119762,7/31/2019,1230,1,Central,192,59,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,HOPE,VENICE,,34.0363,-118.2677
5705624,8/2/2019,19,11,Northeast,1127,23,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TAMPA                        AV,CHATSWORTH                   ST,,34.12,-118.1893
5701693,7/29/2019,53,1,Central,112,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,BROADWAY                     ST,,34.057,-118.2437
5706703,8/3/2019,155,10,West Valley,1079,37,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HAYVENHURST                  ST,VENTURA                      FY,,34.1599,-118.4766
191914354,7/27/2019,1325,19,Mission,1983,19,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,8400    SEPULVEDA                    BL,,,34.2231,-118.4677
5706408,8/2/2019,1820,16,Foothill,1663,63,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,9000    LAUREL CANYON                BL,,,34.2333,-118.4052
191417351,7/27/2019,1550,14,Pacific,1431,23,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,MARKET,OCEAN FRONT                  WK,,33.9877,-118.4738
5699916,7/26/2019,2207,4,Hollenbeck,487,57,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8TH,CAMULOS                      PL,,34.0257,-118.2139
5701745,7/28/2019,1720,2,Rampart,251,43,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3RD                          ST,CORONADO,,34.0663,-118.2789
5700065,7/27/2019,120,10,West Valley,1004,40,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,LINDLEY                      AV,SHERMAN                      WY,,34.2146,-118.5317
190119943,8/1/2019,1650,1,Central,185,30,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,9TH,MAIN,,34.0416,-118.255
190813579,7/31/2019,830,8,West LA,841,46,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SANTA MONICA,SALTAIR,,34.0406,-118.4633
5703656,7/31/2019,214,14,Pacific,1401,25,M,B,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SANTA MONICA                 FY,CENTINELA,,34.0247,-118.4454
190119447,7/26/2019,1145,1,Central,158,45,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,7TH,CERES,,34.038,-118.243
5560519,7/27/2019,1515,18,Southeast,1832,34,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,104TH                        ST,GRAND                        AV,,33.9419,-118.2805
5705750,8/2/2019,345,6,Hollywood,648,24,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    BL,VAN NESS                     AV,,34.1017,-118.3158
5641717,7/27/2019,2005,1,Central,191,22,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,4TH,BOYLE,,34.0388,-118.2717
5706575,8/2/2019,2055,6,Hollywood,642,25,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,SELMA,ORANGE,,34.0981,-118.3577
5704793,8/1/2019,20,10,West Valley,1017,37,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,7500    JELLICO                      AV,,,34.2069,-118.5175
5705756,8/2/2019,406,1,Central,191,21,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8TH                          ST,FRANCISCO                    ST,,34.0388,-118.2717
190616475,7/25/2019,1800,6,Hollywood,646,44,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,HOLLYWOOD,IVAR,,34.1016,-118.3282
5705688,8/2/2019,243,15,N Hollywood,1525,44,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VICTORY,LAUREL CANYON                BL,,34.1867,-118.3965
5641743,7/28/2019,220,9,Van Nuys,935,38,M,H,16,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,6200    SYLMAR                       AV,,,34.1827,-118.4465
5700003,7/26/2019,2200,11,Northeast,1151,40,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,EDGEMONT,HOLLYWOOD,,34.1018,-118.2962
5701171,7/28/2019,1600,2,Rampart,236,41,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BURLINGTON,BEVERLY,,34.0679,-118.2653
5701719,7/28/2019,2140,12,77th Street,1243,37,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,65TH,WESTERN,,33.9798,-118.309
5704571,7/31/2019,2315,3,Southwest,395,55,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,KING                         BL,DENKER,,34.0073,-118.3108
5700986,7/27/2019,2050,14,Pacific,1467,37,F,O,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,405 FWY,LA TIJERA,,33.9733,-118.3878
5702517,7/30/2019,531,21,Topanga,2175,26,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA                      FY,VENTURA                      BL,,34.169,-118.6128
5706601,8/2/2019,2300,6,Hollywood,642,41,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FOUNTAIN,OGDEN,,34.0945,-118.3591
190215806,8/1/2019,1630,2,Rampart,257,25,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,INGRAHAM,WITMER,,34.0531,-118.2671
5560561,7/27/2019,1930,15,N Hollywood,1501,27,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,SATICOY,ETHEL,,34.2074,-118.4182
